horse_id,父,母,母父
2023103841,ЅЂЅыЅЂЅЄЅѓ,ЅоЅЪЅЈЅєЅЁ,ЅЏЅэЅеЅЭ
2023106207,リオンディーズ,スズカマドンナ,ディープインパクト
2023106702,ミッキーアイル,トスアップ,ジャスタウェイ
2023101421,ヘニーヒューズHenny Hughes(米),コーラルビュー,キングヘイロー
2023105592,ΞΏΞΙΞΝΞτΞΘΞΔΞΙΞΔΞλΞΟΞ·ΞΙMischevious Alex( Τ),ΞίΞΟΞ…ΞΖΞψΞΛΞΥΓΦ,Ξ¥ΓΦΞκΞ…ΞΔΞξΞεΓΦΞκ
2023100756,ディスクリートキャットDiscreet Cat(米),イサチルルンルン,パイロPyro(米)
2023105981,エタリオウ,ミスキララ,ファスリエフFasliyev(米)
2023105854,リオンディーズ,ウインオリアート,ステイゴールド
2023102008,リアルスティール,ルソンデュレーヴ,キングカメハメハ
2023102362,ウインブライト,イルジオーネ,ワークフォースWorkforce(英)
2023107051,キズナ,シークレットスパイスSecret Spice(米),ディスクリートキャットDiscreet Cat(米)
2023100812,クラウンレガーロ,マリノルシアーナ,エピファネイア
2023106285,コントレイル,フェアエレン,Street Cry(愛)
2023106811,マインドユアビスケッツMind Your Biscuits(米),マルーンエンブレム,オルフェーヴル
2023103465,トーセンラー,ダイワウィズミー,キングカメハメハ
2023103805,シスキンSiskin(米),パラレルキャリア,シンボリクリスエス
2023106898,エピファネイア,ヴィニー,ディープインパクト
2023100960,フィエールマン,プリヴェット,ルーラーシップ
2023103566,ブラックタイド,ミッドナイトフラッシュMidnight Flash(愛),Anabaa Blue
2023106903,レイデオロ,ヴィルデローゼ,エンパイアメーカーEmpire Maker(米)
2023102932,サトノダイヤモンド,ファインハッピー,Runhappy
2023104302,ルーラーシップ,トウカイメガミ,サンデーサイレンスSunday Silence(米)
2023102210,リオンディーズ,アイアムビューティ,ディープインパクト
2023104714,グレーターロンドン,ラヴィングウェイ,ヴィクトワールピサ
2023102989,フォーウィールドライブFour Wheel Drive(米),アビイロード,ストリートセンスStreet Sense(米)
2023100143,インディチャンプ,ルタンデスリーズ,サクラバクシンオー
2023105482,ブリックスアンドモルタルBricks and Mortar(米),トウカイレーヌ,ディープインパクト
2023103657,フィエールマン,ステファニーラン,スウェプトオーヴァーボードSwept Overboard(米)
2023101140,タワーオブロンドン,デザートチルDesert Chill(米),Red Ransom
2023103518,ベンバトルBenbatl(英),ファビュラスセンス,グラスワンダー
2023100089,セイウンコウセイ,ワタリラッシュ,アドマイヤマックス
2023102237,レイデオロ,マテンロウディーバ,ディープインパクト
2023101445,ミッキーアイル,インテリジェンス,ハービンジャーHarbinger(英)
2023101877,エイシンフラッシュ,キャッチミーアップ,ハーツクライ
2023100097,ダノンバラード,ヤマノアイリー,グラスワンダー
2023104317,ダイシンサンダー,タガノカピート,ケイムホームCame Home(米)
2023101185,タワーオブロンドン,ファストムーン,アドマイヤムーン
2023106758,シルバーステート,ローズテソーロ,ハーツクライ
2023106788,エスポワールシチー,アンティグラビティ,エンパイアメーカーEmpire Maker(米)
2023102354,ブリックスアンドモルタルBricks and Mortar(米),アナンジュパス,ディープインパクト
2023103016,タワーオブロンドン,アキノバレリーナ,ハーツクライ
2023106570,ミッキーアイル,メイショウタラチネ,メイショウボーラー
2023104603,レイデオロ,ウェストレー,オルフェーヴル
2023106020,エポカドーロ,チャリシー,ハービンジャーHarbinger(英)
2023105281,サートゥルナーリア,ギモーヴ,ハービンジャーHarbinger(英)
2023105596,タワーオブロンドン,スコッチリール,ジャスタウェイ
2023103771,ニューイヤーズデイ,グルファクシー,ハービンジャーHarbinger(英)
2023101579,ホッコータルマエ,テーオーパートナー,ヘニーヒューズHenny Hughes(米)
2023106979,クリソベリル,クルークハイト,クロフネ
2023101987,レーヴミストラル,ダンツスウィフト,ダイワメジャー
2023103240,マジェスティックウォリアーMajestic Warrior(米),スノードリーム,スウェプトオーヴァーボードSwept Overboard(米)
2023103598,ニューイヤーズデイ,レッドカチューシャ,ディープインパクト
2023104868,サートゥルナーリア,スマートルビー,ゼンノロブロイ
2023105005,Frosted(米),オーケストレイトOrchestrate(米),Tiznow
2023105862,ベンバトルBenbatl(英),ウインファビラス,ステイゴールド
2023100926,フィレンツェファイア,サンドスラッシュSandslash(愛),Holy Roman Emperor
2023106657,ウインブライト,アースヴィグラス,サウスヴィグラス
2023102386,ミッキーグローリー,タニノジュレップ,コロナドズクエストCoronado's Quest(米)
2023102739,モーリス,ラルシュドール,シンボリクリスエス
2023103379,ブリックスアンドモルタルBricks and Mortar(米),キスミーワンス,ネオユニヴァース
2023103545,サトノインプレッサ,ベガスナイト,コロナドズクエストCoronado's Quest(米)
2023103431,Zarak(仏),シーユーオールウェイズSee You Always(英),Siyouni
2023105893,ウインブライト,リゲイン,ショウナンカンプ
2023106180,ブラックタイド,ビジネスライク,カジノドライヴ
2023106822,フィエールマン,アイルビーバウンド,タニノギムレット
2023107349,サトノダイヤモンド,レディホークフィールドLady Hawkfield(愛),Hawk Wing
2023109090,シルバーステート,クエルクス,フジキセキ
2023101629,キタサンブラック,グランドクララ,Frankel
2023103551,ブリックスアンドモルタルBricks and Mortar(米),ホウオウマリリン,ダイワメジャー
2023104920,リオンリオン,アドマイヤルミナス,エピファネイア
2023105552,デクラレーションオブウォー,ロマンチックキス,ルーラーシップ
2023107136,ブリックスアンドモルタルBricks and Mortar(米),ドナアトラエンテ,ディープインパクト
2023101168,バゴBago(仏),ミッドサマーコモン,ディープインパクト
2023103776,エピファネイア,サトノガーネット,ディープインパクト
2023100615,レイデオロ,サピアウォーフ,クロフネ
2023106832,モーリス,アソルータ,ゼンノロブロイ
2023103549,サトノダイヤモンド,ベルスール,スウェプトオーヴァーボードSwept Overboard(米)
2023107292,エピファネイア,ラヴズオンリーユー,ディープインパクト
2023105726,フィエールマン,スサーナトウショウ,ロックオブジブラルタル
2023103767,トーセンラー,キトゥンズグレイス,Kitten's Joy(米)
2023104168,サトノジェネシス,ワールドツアラー,ウインクリューガー
2023106145,フィエールマン,カスタディーヴァ,High Chaparral(愛)
2023100395,ゴールドシップ,ミスムーンライトIIMiss Moonlight(独),Platini(独)
2023104451,ウインブライト,ルヴェソンヴェール,クロフネ
2021102458,マクフィMakfi(英),ラブリランテ,ディープブリランテ
2022100091,カリフォルニアクロームCalifornia Chrome(米),ジーニアル,キングカメハメハ
2021103451,ロゴタイプ,シャインパーミット,ファルブラヴFalbrav(愛)
2021104455,Constitution(米),ウェイトゥヴェルサイユWay to Versailles(米),Tizway(米)
2022104122,フォーウィールドライブFour Wheel Drive(米),キャルスカイ,ダイワメジャー
2022105748,ストロングリターン,プリンシパルハニー,ゴールドアリュール
2022105535,マインドユアビスケッツMind Your Biscuits(米),メープルリキュール,オルフェーヴル
2022104609,ニューイヤーズデイ,アドマイヤフッキー,フジキセキ
2022102492,ミスターメロディ,トーワクリステル,ディープインパクト
2022100046,オーヴァルエース,ペイシャバラード,ベーカバドBehkabad(仏)
2022104900,モーリス,チカリータ,クロフネ
2022104303,サンダースノーThunder Snow(愛),ナムラオツウ,ディープインパクト
2022106122,モーニン,スレドボ,コマンズCommands(豪)
2022101053,ロードカナロア,マリンフェスタ,サクラバクシンオー
2020101171,ミッキーアイル,ラガマフィン,ゼンノロブロイ
2020106205,メイショウボーラー,メイショウゴウヒメ,ジャングルポケット
2022106924,リアルスティール,フジミ,ロードカナロア
2022106259,マインドユアビスケッツMind Your Biscuits(米),エイシンピカデリー,Hard Spun(米)
2022104311,ホッコータルマエ,テツナゴオ,ハーツクライ
2022103229,ウォータービルド,トレースイスラ,サウスヴィグラス
2022102550,オルフェーヴル,メイショウバーズ,タニノギムレット
2022106785,マインドユアビスケッツMind Your Biscuits(米),ダンサーズブロンド,ゴールドアリュール
2019106972,フリオーソ,センスオブラヴ,ストリートセンスStreet Sense(米)
2022104222,ロジャーバローズ,ロスグラシアレス,シンボリクリスエス
2022102486,レインボーライン,オイシイナア,サムライハート
2022105739,キズナ,ワイWhy(愛),Galileo(愛)
2022106627,サートゥルナーリア,オールスマイル,エンパイアメーカーEmpire Maker(米)
2021106361,Nathaniel(愛),エブリナイスガール,Mizzen Mast
2021107123,グァンチャーレ,イイデメモリー,ゴールドアリュール
2021105677,サトノアラジン,トレジャーステイト,Oasis Dream(英)
2023100021,ダノンプレミアム,ハーフムーンII,Duke of Marmalade(愛)
2023103875,サトノアラジン,ブリスフルデイズ,キングカメハメハ
2023101569,アルアイン,キュアロージズ,ロージズインメイRoses in May(米)
2023103661,フィエールマン,ハーズシャドウ,オルフェーヴル
2023100207,リオンディーズ,フォトジェニック,Sinndar(愛)
2023106866,キセキ,イヴ,ダイワメジャー
2023104487,ダノンバラード,ビジュティエ,オルフェーヴル
2023100237,ヴァンゴッホ,マナローラ,ハーツクライ
2023106694,シルバーステート,サトノアスカ,Giant's Causeway(米)
2022100626,エピファネイア,キャトルフィーユ,ディープインパクト
2022100781,キズナ,エヴァイエ,ロードカナロア
2022105182,サトノダイヤモンド,ロザリンド,シンボリクリスエス
2022104187,シュヴァルグラン,リンターバルRinterval(愛),Desert Prince
2022103494,ゴールドシップ,ヴィーナスベルト,コンデュイットConduit(愛)
2022101400,モーリス,カーリンホークCurlin Hawk(米),Curlin(米)
2022102139,フィエールマン,ザッハトルテ,クロフネ
2022106761,スクリーンヒーロー,アメリオラシオン,ルーラーシップ
2021103154,シニスターミニスターSinister Minister(米),マノアラニ,アグネスタキオン
2021102200,エイシンフラッシュ,ブランシェール,ディープインパクト
2022103047,ドレフォンDrefong(米),アグネスダリム,ゴールドアリュール
2022103778,マインドユアビスケッツMind Your Biscuits(米),フィーリンググー,セイントアレックス
2022105201,トーセンラー,アイアムルビー,Saint Liam
2021105229,キズナ,ベストロケーション,クロフネ
2019101330,アイファーソング,レディワシントン,Vindication
2021105849,ニューイヤーズデイ,ラーゴブルー,ハーツクライ
2022105141,スワーヴリチャード,リリレフア,ロードカナロア
2021110062,Liam's Map,Cara Bella,Ghostzapper
2021104395,カリフォルニアクロームCalifornia Chrome(米),エテルナミノル,エンパイアメーカーEmpire Maker(米)
2021107212,タリスマニックTalismanic(英),アドマイヤトパーズ,アドマイヤベガ
2021105604,ロードカナロア,スクールミストレスSchoolmistress(亜),Equal Stripes
2022105443,マインドユアビスケッツMind Your Biscuits(米),ハラペーニョペパー,ゼンノロブロイ
2021101431,ラブリーデイ,フィリス,アフリートAfleet(加)
2022101683,モーリス,ブルーストーン,コマンズCommands(豪)
2021101414,ダイワメジャー,タミーンTameen(英),Shirocco
2022103991,ドゥラメンテ,トゥアーニーTourny(仏),Country Reel
2022100075,シルバーステート,パシュート,キングヘイロー
2022101103,モズアスコット,シャドウライフ,サクラバクシンオー
2022102770,タワーオブロンドン,アニムス,ゴールドアリュール
2020102767,ドレフォンDrefong(米),ウィズエモーション,クロフネ
2020104732,ディーマジェスティ,ハルダヨリ,ファルブラヴFalbrav(愛)
2022107258,サンダースノーThunder Snow(愛),ラブカンプー,ショウナンカンプ
2022106835,ビッグアーサー,カゼノサファイア,スパイキュール
2022102878,フィエールマン,シエルクレール,ダイワメジャー
2022106065,ゴールドアクター,ローズヘイロー,キングヘイロー
2022100357,ビッグアーサー,トワエモア,エンパイアメーカーEmpire Maker(米)
2022103214,モーリス,サトノコメット,ダイワメジャー
2021106586,アドマイヤムーン,ラブカーナ,オースOath(愛)
2022104593,ビッグアーサー,アグレアーブル,マンハッタンカフェ
2023100463,リアルスティール,ブラウローゼン,ロードカナロア
2023103024,ルヴァンスレーヴ,スターインパルス,サウスヴィグラス
2023101702,コントレイル,アントハッティーAunt Hattie(愛),Camelot(英)
2023104273,トランセンド,オトリコミチュウ,ブラックタイド
2023104274,ロージズインメイRoses in May(米),カメチャン,タートルボウルTurtle Bowl(愛)
2023106587,マジェスティックウォリアーMajestic Warrior(米),オルレアンノオトメ,チーフベアハートChief Bearhart(加)
2023105555,ルヴァンスレーヴ,シネマソングス,ハーツクライ
2023102247,ゴールドシップ,ランドネ,Blame
2023100850,カリフォルニアクロームCalifornia Chrome(米),フクノドリーム,ヨハネスブルグJohannesburg(米)
2023104265,エイシンフラッシュ,サツキユニヴァース,ネオユニヴァース
2023103020,クリソベリル,キャスノワゼット,ロードカナロア
2023105410,シスキンSiskin(米),ロックマイハートRock My Heart(独),Sholokhov
2023100955,モーリス,バートラムガーデン,サクラバクシンオー
2023104203,フィレンツェファイア,エリンアクトレス,スクリーンヒーロー
2023102841,ヘニーヒューズHenny Hughes(米),キャラメライズ,キングカメハメハ
2023105866,ベンバトルBenbatl(英),ウインポプリ,アイルハヴアナザーI'll Have Another(米)
2023103149,ミッキーロケット,マーケットレイズン,フサイチリシャール
2023100595,カリフォルニアクロームCalifornia Chrome(米),ピュアココロ,ハーツクライ
2023104140,グレーターロンドン,セイカハルカゼ,グラスワンダー
2023102812,Sottsass(仏),アルマダニヤーAlmadaniyah(英),Awtaad
2023102328,アメリカンペイトリオット,ウエスタンベッラ,ハーツクライ
2023102444,アメリカンペイトリオット,アートオブダンサー,サウスヴィグラス
2023100828,デクラレーションオブウォー,ダイワストリーム,ダイワメジャー
2023101910,ゴールドシップ,ドゥモワゼル,ショウナンカンプ
2023101801,ローレルゲレイロ,ダイユウドナテラ,クロフネ
2023102803,エピファネイア,トゥアーニーTourny(仏),Country Reel
2023107505,サンダースノーThunder Snow(愛),スウィフティー,ダイワメジャー
2023104290,アルアイン,レッドアシェット,ダイワメジャー
2023110029,Maclean's Music,Bazinga Baby,Afleet Alex
2023101929,マクフィMakfi(英),オクシペタルム,シンボリクリスエス
2023101814,ビーチパトロールBeach Patrol(米),アオイサンシャイン,ダイワメジャー
2023106958,クリソベリル,ガートルード,ジャングルポケット
2023105870,ゴールドドリーム,ウインメディウム,ヘニーヒューズHenny Hughes(米)
2023103801,シスキンSiskin(米),デュアルネイチャー,ゴールドシップ
2023110068,Constitution(米),Stave,Ghostzapper
2023106198,インカンテーション,パワポケエリ,ローエングリン
2023109056,タリスマニックTalismanic(英),ゴールドマリキヤ,ゴールドアリュール
2023100303,リアルスティール,ボヘミアンシュバル,マジェスティックウォリアーMajestic Warrior(米)
2023105413,ゴールドドリーム,ブルーチッパー,ボーナスフィーバー
2023100770,レッドファルクス,チェス,フリオーソ
2023106755,ロゴタイプ,ライトファンタスティックLight Fantastic(英),Acclamation
2023106262,ハービンジャーHarbinger(英),ニシノアモーレ,コンデュイットConduit(愛)
2023103500,キズナ,ハーレムライン,マンハッタンカフェ
2023107360,アドマイヤマーズ,ロサグラウカ,ルーラーシップ
2023107340,エピファネイア,レッドファンタジア,Unbridled's Song(米)
2023105449,ガルボ,アドリアーネ,アグネスデジタル
2023102166,アニマルキングダムAnimal Kingdom(米),レディバゴ,バゴBago(仏)
2023103754,キタサンブラック,インフレキシビリティInflexibility(加),Scat Daddy(米)
2023105723,ミッキーアイル,リボンティアラ,アドマイヤムーン
2023106430,ダノンバラード,ヴォカツィオーネ,カジノドライヴ
2023100127,ゴールドシップ,タケショウベスト,キングズベストKing's Best(米)
2023101366,レッドファルクス,デルマトモエゴゼン,キングカメハメハ
2023104382,デクラレーションオブウォー,オールスマイル,エンパイアメーカーEmpire Maker(米)
2023105575,ワールドプレミア,シングフォーホープ,アジアエクスプレス
2023102109,サートゥルナーリア,アスティル,ステイゴールド
2023101886,ルーラーシップ,ハートオブスワロー,ハーツクライ
2023100783,アドミラブル,ラレンヌ,ルールオブローRule of Law(米)
2023103476,ブリックスアンドモルタルBricks and Mortar(米),テラノヴァ,ヴィクトワールピサ
2023105356,Twirling Candy,タフイルマTough Irma(米),Stormy Atlantic
2023105317,アドマイヤマーズ,パーリーアヴェニューPearly Avenue(英),Anabaa
2023106478,ウインブライト,マイネデセール,マイネルラヴ
2023106197,ビーチパトロールBeach Patrol(米),フレンドパリ,アグネスデジタル
2023101558,エイシンフラッシュ,ブランシェール,ディープインパクト
2023105553,アドマイヤムーン,ヴァレリカVallericca(米),Dynaformer
2023102281,タリスマニックTalismanic(英),ヴァンドゥーズ,アドマイヤムーン
2023106883,エピファネイア,イーデンキーEden Quay(愛),No Nay Never
2023103078,シルバーステート,エンチャンティングキトゥンEnchanting Kitten(米),Kitten's Joy(米)
2023106163,アポロケンタッキー,アポロユッキー,アポロキングダム
2023103142,ミスチヴィアスアレックスMischevious Alex(米),ノルウェーノモリ,ディープスカイ
2023103013,リアルスティール,ブラッディムーン,アドマイヤムーン
2023105771,ルヴァンスレーヴ,ショウナンカサロ,キングカメハメハ
2023107158,クリソベリル,パリスビキニParis Bikini(米),Bernardini(米)
2023107171,サトノダイヤモンド,ピースエンブレム,ウォーエンブレムWar Emblem(米)
2023101114,デクラレーションオブウォー,オムニプレゼンス,ディープインパクト
2022106243,モーニン,ゴーゴーサンデー,キングカメハメハ
2021106724,サトノアラジン,クエストフォーワンダーQuest For Wonder(英),マクフィMakfi(英)
2022105909,フリオーソ,アースヴィグラス,サウスヴィグラス
2020104936,ドレフォンDrefong(米),ビーチパラソル,ダイワメジャー
2021103918,マルターズアポジー,メルティーキス,ブライアンズタイムBrian's Time(米)
2022102508,ダノンレジェンド,ショウナンダズル,シャンハイボビーShanghai Bobby(米)
2022100582,エスポワールシチー,シャプレドサクレ,タートルボウルTurtle Bowl(愛)
2021109016,ゴールデンバローズ,ティヤム,サンカルロ
2022102819,シャンハイボビーShanghai Bobby(米),シトリカ,ヨハネスブルグJohannesburg(米)
2022103577,ジャスタウェイ,ラズールリッキー,スタチューオブリバティStatue of Liberty(米)
2021102798,エピカリス,ピーエムルッカ,キンシャサノキセキ
2020100555,ホッコータルマエ,トモトモリバー,ブラックタイド
2022101826,スマートオーディン,スマートキャンディ,Candy Ride
2022102039,ヘニーヒューズHenny Hughes(米),プレトリアン,キングヘイロー
2021100711,ニューイヤーズデイ,カーディナルコーヴCardinal Cove(米),Leroidesanimaux
2022103232,ドゥラメンテ,バスラットアマル,New Approach
2022102722,ドゥラメンテ,アイリスフィール,ハービンジャーHarbinger(英)
2021100162,ロードカナロア,ブリュネット,ダイワメジャー
2022101716,サトノダイヤモンド,アヴァール,キングカメハメハ
2022105803,ナダルNadal(米),スアデラ,ゴールドアリュール
2020106491,ホッコータルマエ,メイショウキラリ,マンハッタンカフェ
2022100028,ゴールドドリーム,マダムチェロキー,Cherokee Run
2022102738,リアルスティール,テイコフトウショウ,タイキシャトル
2022105844,ドレフォンDrefong(米),プリマレジェンド,ヴィクトワールピサ
2022103518,ブリックスアンドモルタルBricks and Mortar(米),シルヴァーコード,スウェプトオーヴァーボードSwept Overboard(米)
2022105442,ラブリーデイ,ハブルバブル,ディープインパクト
2022105002,サートゥルナーリア,フローレスマジック,ディープインパクト
2021103533,エピファネイア,フサイチジェット,Gilded Time
2020100446,ゴールドシップ,カワカミサクラKawakami Sakura(愛),Danehill Dancer(愛)
2022106667,キンシャサノキセキ,レリカリオ,Malibu Moon
2022104855,エピファネイア,ステファニーズキトゥンStephanie's Kitten(米),Kitten's Joy(米)
2020102803,ダイワメジャー,オヴァンボクイーンOvambo Queen(独),Kalatos
2022105030,サトノアラジン,プンタステラPunta Stella(愛),Elusive City
2021106826,ダノンバラード,マイネリベルタス,コンデュイットConduit(愛)
2020103228,ルーラーシップ,アンソロジー,サクラバクシンオー
2021103878,スクリーンヒーロー,グローバルフェイム,クロフネ
2021106642,ワンアンドオンリー,ハーモニー,Street Cry(愛)
2019101975,ミッキーアイル,ナムラヒラリー,クロフネ
2020106557,ロードカナロア,ドリームオブジェニーDream of Genie(仏),Pivotal
2020110105,Speightstown(米),Trini Brewnette,Milwaukee Brew
2022105244,リオンディーズ,ヴェルメンティーノ,ダイワメジャー
2021110069,American Pharoah(米),Pretty Girl,Harlan's Holiday
2019101759,ラニ,スイートマルセル,ワイルドラッシュWild Rush(米)
2020103876,サトノダイヤモンド,エリモフェザー,シニスターミニスターSinister Minister(米)
2022102493,マクフィMakfi(英),フィメールモナーク,ルーラーシップ
2021110104,Take Charge Indy(米),Lighthouse Bay,Speightstown(米)
2022104972,ミッキーアイル,ビバリーヒルズ,スニッツェルSnitzel(豪)
2019105761,ジョーカプチーノ,ジェルヴェーズ,メイショウサムソン
2020106062,カレンブラックヒル,ゴッドカリビアン,ベーカバドBehkabad(仏)
2020101707,シニスターミニスターSinister Minister(米),スマートレグルス,ロードカナロア
2020110062,War Front,Elizabeth Browning,Galileo(愛)
2021105608,アルアイン,スネガエクスプレス,ウォーエンブレムWar Emblem(米)
2023107089,ワールドプレミア,ソングライティング,Giant's Causeway(米)
2023103604,ポエティックフレアPoetic Flare(愛),レッドミラベル,ステイゴールド
2023103687,シスキンSiskin(米),クライリング,ハーツクライ
2023106400,リオンディーズ,ハニートリップ,マンハッタンカフェ
2023107345,フィエールマン,レディアンジェラLady Angela(愛),Dark Angel
2023101449,リアルスティール,サウンドルチア,スクリーンヒーロー
2023105456,スワーヴリチャード,シンバルIICymbal(愛),Singspiel(愛)
2023105560,ベンバトルBenbatl(英),ナスノフォルテ,ジャスタウェイ
2023100724,グレーターロンドン,メメクザリアーナ,ジャングルポケット
2023100946,エピファネイア,デザートライドDesert Ride(加),Candy Ride
2023107247,キタサンブラック,マンビアMambia(英),アルデバランIIAldebaran(米)
2023106850,モーリス,アルミレーナ,ディープインパクト
2023107153,サートゥルナーリア,バラーディスト,ハーツクライ
2023107377,キズナ,アールブリュット,マクフィMakfi(英)
2023105311,リアルスティール,デイトライン,Zoffany
2023106978,ロードカナロア,クルミネイト,ディープインパクト
2023105818,キズナ,プレミアムギフト,オルフェーヴル
2023103480,イスラボニータ,デジマノハナ,スクリーンヒーロー
2021105155,ゴールドシップ,ノッテビアンカNotte Bianca(仏),Kendargent
2020109027,シルバーステート,ヴルタヴァ,ロードカナロア
2021105072,モーリス,ジプシーハイウェイGypsy Highway(愛),High Chaparral(愛)
2021106993,Saxon Warrior(安平町),ナイトドライヴNight Drive(愛),Dark Angel
2021106816,ブリックスアンドモルタルBricks and Mortar(米),マイネカンナ,アグネスタキオン
2021105066,ジャスタウェイ,ショーコShoko(英),Efisio
2022110040,Kingman(英),ファハンムーラ,English Channel
2021103976,アメリカンペイトリオット,ペブルガーデン,ディープインパクト
2021101724,サトノダイヤモンド,ガジュマル,ヴィクトワールピサ
2021105453,ラブリーデイ,オーキッドレイ,ディープインパクト
2020105217,エピファネイア,ピエナビーナス,フジキセキ
2020103111,オルフェーヴル,レッドカーラ,マンハッタンカフェ
2022105801,サートゥルナーリア,ショウナンパンドラ,ディープインパクト
2020106966,ダノンバラード,オーミチェリッシュ,キャプテンスティーヴCaptain Steve(米)
2022105827,ハービンジャーHarbinger(英),パドゥヴァルス,エピファネイア
2021100225,リアルスティール,シーソルティキッス,キングカメハメハ
2018104881,ハーツクライ,アガルタ,キングカメハメハ
2020103947,ドゥラメンテ,メリッサ,ホワイトマズルWhite Muzzle(英)
2023105638,レイデオロ,コンシダレイト,Dansili
